Dates Cotations;1;2;3;4;5;6;7;8;9;10
15/06/2010;48,53;57,91;69,155;78,615;84,35;85,57;86,305;86,79;87,27;87,635
16/06/2010;48,995;58,48;69,845;79,39;85,18;86,29;86,94;87,36;87,8;88,13
17/06/2010;46,97;56,08;66,985;76,15;81,71;82,7;83,255;83,615;84;84,29
18/06/2010;45,135;53,9;64,4;73,225;78,58;80,235;81,315;82,075;82,735;83,25
21/06/2010;45,2;53,02;62,98;71,63;76,96;78,48;79,46;80,145;80,77;81,25
22/06/2010;47,81;56,075;66,61;75,75;81,38;82,455;83,085;83,495;83,935;84,26
23/06/2010;50,36;59,08;70,195;79,83;85,755;87,025;87,79;88,31;88,825;89,21
24/06/2010;54,815;64,315;76,405;86,88;93,315;93,66;93,695;93,63;93,76;93,82
25/06/2010;56,89;66,76;79,295;90,155;96,825;98,115;98,875;99,36;99,885;100,275
28/06/2010;56,1;65,88;78,275;89;95,585;96,97;97,79;98,345;98,905;99,325
29/06/2010;57,205;67,185;79,84;90,795;97,51;98,86;99,65;100,17;100,72;101,125
30/06/2010;52,73;61,945;73,64;83,765;89,98;92,22;93,71;94,785;95,705;96,415
01/07/2010;49,94;58,68;69,76;79,355;85,25;87,095;88,3;89,15;89,905;90,49
02/07/2010;47,775;56,145;66,755;75,95;81,59;83,585;84,92;85,875;86,7;87,34
05/07/2010;50,58;59,465;70,71;80,435;86,395;87,37;87,91;88,245;88,64;88,925
06/07/2010;50,95;59,92;71,255;81,04;87,045;89,06;90,39;91,335;92,165;92,8
07/07/2010;50,51;59,42;70,665;80,39;86,345;88,835;90,53;91,765;92,785;93,59
08/07/2010;48,515;57,08;67,9;77,26;82,98;85,275;86,83;87,96;88,895;89,635
09/07/2010;47,015;55,335;65,83;74,895;80,45;82,635;84,115;85,185;86,08;86,785
12/07/2010;47,235;55,625;66,18;75,295;80,865;82,96;84,37;85,38;86,24;86,905
13/07/2010;46,665;54,96;65,4;74,405;79,905;81,995;83,4;84,41;85,265;85,93
14/07/2010;46,025;54,22;64,52;73,4;78,825;81,115;82,675;83,81;84,75;85,485
15/07/2010;45,885;54,07;64,35;73,215;78,64;80,74;82,15;83,165;84,02;84,69
16/07/2010;45,81;53,985;64,27;73,14;78,56;80,865;82,44;83,59;84,53;85,27
19/07/2010;47,36;55,845;66,5;75,68;81,285;83,63;85,22;86,37;87,325;88,07
20/07/2010;47,63;56,175;66,895;76,125;81,755;83,49;84,62;85,42;86,12;86,665
21/07/2010;45,49;53,675;63,915;72,75;78,135;80,705;82,48;83,77;84,82;85,645
22/07/2010;45,225;53,37;63,57;72,36;77,725;80,265;82,015;83,3;84,335;85,15
23/07/2010;41,45;48,925;58,285;66,36;71,275;73,54;75,095;76,23;77,155;77,88
26/07/2010;38,94;45,985;54,795;62,375;66,995;70,425;72,875;74,71;76,115;77,23
27/07/2010;36,09;42,64;50,81;57,855;62,14;64,885;66,83;68,28;69,4;70,29
28/07/2010;37,675;44,515;53,05;60,39;64,86;67,165;68,805;70,02;70,965;71,715
29/07/2010;37,915;44,805;53,415;60,815;65,325;67,545;69,125;70,3;71,205;71,935
30/07/2010;38,52;45,53;54,275;61,8;66,38;69,34;71,435;73;74,205;75,165
02/08/2010;37,065;43,845;52,28;59,54;63,96;66,745;68,725;70,195;71,33;72,235
03/08/2010;34,755;41,115;49,035;55,845;59,99;62,78;64,755;66,225;67,36;68,26
04/08/2010;35,335;41,815;49,875;56,805;61,025;64,045;66,185;67,77;68,995;69,97
05/08/2010;36,435;43,13;51,44;58,58;62,92;65,995;68,17;69,79;71,04;72,03
06/08/2010;38,515;45,59;54,385;61,93;66,515;69,03;70,815;72,14;73,165;73,975
09/08/2010;38,8;45,955;54,835;62,445;67,065;70,015;72,095;73,65;74,845;75,795
10/08/2010;39,565;46,875;55,915;63,675;68,385;71,6;73,875;75,57;76,875;77,91
11/08/2010;41,615;49,31;58,825;66,985;71,945;75,05;77,255;78,885;80,15;81,145
12/08/2010;42,13;49,94;59,58;67,85;72,875;75,88;78,01;79,59;80,81;81,78
13/08/2010;41,645;49,37;58,9;67,07;72,025;75,43;77,845;79,64;81,02;82,12
16/08/2010;42,68;50,62;60,4;68,78;73,86;77,085;79,37;81,07;82,38;83,425
17/08/2010;40,995;48,64;58,05;66,105;70,98;74,47;76,95;78,8;80,225;81,36
18/08/2010;41,05;48,71;58,14;66,21;71,095;74,48;76,88;78,66;80,04;81,13
19/08/2010;41,72;49,52;59,105;67,31;72,275;75,11;77,115;78,605;79,755;80,67
20/08/2010;42,435;50,38;60,135;68,48;73,53;76,35;78,355;79,835;80,985;81,9
23/08/2010;41,92;49,8;59,45;67,695;72,68;75,845;78,09;79,76;81,05;82,07
24/08/2010;43,315;51,465;61,44;69,97;75,12;77,92;79,9;81,38;82,515;83,42
25/08/2010;47,025;55,885;66,72;75,975;81,57;84,285;86,2;87,625;88,72;89,59
26/08/2010;46,55;55,33;66,06;75,225;80,755;84,125;86,51;88,285;89,65;90,745
27/08/2010;46,445;55,215;65,925;75,07;80,6;84,095;86,565;88,405;89,82;90,95
30/08/2010;46,4;55,2;65,9;75,1;80,6;84,1;86,6;88,4;89,8;91
31/08/2010;47,015;55,945;66,79;76,115;81,7;84,69;86,8;88,375;89,585;90,55
01/09/2010;44,96;53,505;63,895;72,82;78,16;81,725;84,25;86,135;87,585;88,74
02/09/2010;42,7;50,825;60,7;69,185;74,26;77,955;80,56;82,5;83,995;85,18
03/09/2010;40,12;47,77;57,065;65,055;69,825;73,645;76,345;78,345;79,885;81,115
06/09/2010;41,185;49,065;58,615;66,81;71,71;74,905;77,165;78,835;80,125;81,155
07/09/2010;43,68;52,05;62,18;70,865;76,045;78,625;80,445;81,795;82,835;83,665
08/09/2010;43,82;52,225;62,395;71,12;76,33;80,465;83,375;85,53;87,2;88,525
09/09/2010;43,82;52,24;62,41;71,125;76,33;80,77;83,905;86,225;88,015;89,435
10/09/2010;43,98;52,435;62,64;71,37;76,59;80,06;82,51;84,33;85,725;86,835
13/09/2010;42,325;50,5;60,34;68,755;73,77;76,945;79,185;80,845;82,125;83,14
14/09/2010;43,615;52,055;62,2;70,88;76,05;79,46;81,86;83,645;85,01;86,1
15/09/2010;44,635;53,285;63,68;72,57;77,86;81,165;83,49;85,215;86,545;87,595
16/09/2010;44,125;52,69;62,97;71,76;77;80,45;82,885;84,685;86,07;87,17
17/09/2010;44,08;52,65;62,92;71,705;76,93;80,265;82,615;84,35;85,685;86,745
20/09/2010;45,88;53,835;63,985;72,895;78,355;81,535;83,8;85,5;86,815;87,86
21/09/2010;45,61;53,53;63,63;72,495;77,925;81,025;83,235;84,89;86,17;87,19
22/09/2010;46,675;54,785;65,135;74,215;79,77;82,285;84,08;85,42;86,465;87,29
23/09/2010;46,365;54,44;64,725;73,755;79,285;82,545;84,875;86,615;87,96;89,04
24/09/2010;45,69;53,65;63,795;72,7;78,15;81,54;83,955;85,765;87,165;88,28
27/09/2010;45,205;53,115;63,165;71,975;77,365;80,775;83,21;85,025;86,43;87,555
28/09/2010;47,13;55,39;65,88;75,07;80,685;83,92;86,23;87,955;89,295;90,355
29/09/2010;45,71;53,725;63,91;72,84;78,29;81,73;84,18;86,015;87,44;88,58
30/09/2010;45,94;54,005;64,25;73,22;78,705;82,4;85,035;87;88,52;89,73
